Clone name,Self compatibility,Refcode,Ligule colour,Stamen colour,Sepal length,Ligule width,Ovule number,Style length
SIC 250,self compatible,CEP87A,,,,,,
SIC 328,self compatible,CEP87A,,,,,,
SIC 329,self compatible,CEP87A,,,,,,
SIC 4,self compatible,CEP87A,,,,,,
SIC 433,self compatible,CEP87A,,,,,,
SIC 439,self compatible,CEP87A,,,,,,
SIC 5,self compatible,CEP87A,,,,,,
SIC 543,self compatible,CEP87A,,,,,,
SIC 628,self compatible,CEP87A,,,,,,
SIC 644,self compatible,CEP87A,,,,,,
SIC 662,self compatible,CEP87A,,,,,,
SIC 680,self compatible,CEP87A,,,,,,
SIC 747,self compatible,CEP87A,,,,,,
SIC 765,self compatible,CEP87A,,,,,,
SIC 801,self compatible,CEP87A,,,,,,
SIC 802,self compatible,CEP87A,,,,,,
SIC 806,self compatible,CEP87A,,,,,,
SIC 812,self compatible,CEP87A,,,,,,
SIC 813,self compatible,CEP87A,,,,,,
SIC 823,self compatible,CEP87A,,,,,,
SIC 831,self compatible,CEP87A,,,,,,
SIC 842,self compatible,CEP87A,,,,,,
SIC 848,self compatible,CEP87A,,,,,,
SIC 864,self compatible,CEP87A,,,,,,
SIC 872,self compatible,CEP87A,,,,,,
SIC 876,self compatible,CEP87A,,,,,,
SIC 891,self compatible,CEP87A,,,,,,
SIC 961,self compatible,CEP87A,,,,,,
SNK 12,self compatible,CEP87A,,,,,,
SPA 11 [COL],self incompatible,CEP87A,,,,,,
SPA 12 [COL],self incompatible,CEP87A,,,,,,
SPA 17 [COL],self incompatible,CEP87A,,,,,,
SPA 7 [COL],self incompatible,CEP87A,,,,,,
SPA 9 [COL],self incompatible,CEP87A,,,,,,
SPEC 54 /1,self compatible,CEP87A,,,,,,
TSA 641,self incompatible,CEP87A,,,,,,
TSA 644,self incompatible,CEP87A,,,,,,
TSA 654,self incompatible,CEP87A,,,,,,
TSA 656,self incompatible,CEP87A,,,,,,
TSH 516,self incompatible,CEP87A,,,,,,
TSH 565,self incompatible,CEP87A,,,,,,
UF 10,self incompatible,CEP87A,,,,,,
UF 11,self incompatible,CEP87A,,,,,,
UF 12,self incompatible,CEP87A,,,,,,
UF 168,self incompatible,CEP87A,,,,,,
UF 221,self compatible,CEP87A,,,,,,
UF 242,self compatible,CEP87A,,,,,,
UF 29,self compatible,CEP87A,,,,,,
UF 296,self incompatible,CEP87A,,,,,,
UF 36,self incompatible,CEP87A,,,,,,
UF 613,self incompatible,CEP87A,,,,,,
UF 650,self incompatible,CEP87A,,,,,,
UF 654,self incompatible,CEP87A,,,,,,
UF 667,self compatible,CEP87A,,,,,,
UF 668,self compatible,CEP87A,,,,,,
UF 672,self incompatible,CEP87A,,,,,,
UF 677,self incompatible,CEP87A,,,,,,
UF 703,self incompatible,CEP87A,,,,,,
UF 705,self incompatible,CEP87A,,,,,,
UF 707,self compatible,CEP87A,,,,,,
UF 708,self incompatible,CEP87A,,,,,,
UF 710,self compatible,CEP87A,,,,,,
UF 713,self compatible,CEP87A,,,,,,
C 4 /11 [TRI],self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,9.0,2.3,50.0,2.1
CC 10,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,9.5,3.3,46.0,2.2
CC 41,,ENR67C,slight anthocyanin,intense anthocyanin,9.2,2.6,45.0,2.0
CC 9,,ENR67C,slight anthocyanin,moderate anthocyanin,8.6,2.5,42.0,2.4
EET 103 [ECU],,ENR67C,slight anthocyanin,intense anthocyanin,8.3,2.8,53.0,2.7
EET 156 [ECU],,ENR67C,anthocyanin absent,slight anthocyanin,7.8,3.0,55.0,3.2
EET 162 [ECU],,ENR67C,slight anthocyanin,intense anthocyanin,7.9,2.8,50.0,2.9
EET 19 [ECU],self incompatible,ENR67C,slight anthocyanin,moderate anthocyanin,7.7,3.2,47.0,2.5
EET 238 [ECU],,ENR67C,slight anthocyanin,slight anthocyanin,9.1,3.2,50.0,2.8
EET 374 [ECU],,ENR67C,anthocyanin absent,slight anthocyanin,9.0,3.1,53.0,3.0
EET 392 [ECU],,ENR67C,anthocyanin absent,anthocyanin absent,7.9,2.7,51.0,2.5
EET 399 [ECU],,ENR67C,anthocyanin absent,slight anthocyanin,8.6,2.7,44.0,2.2
EET 400 [ECU],,ENR67C,anthocyanin absent,slight anthocyanin,7.9,2.2,52.0,2.5
EET 48 [ECU],self compatible,ENR67C,anthocyanin absent,intense anthocyanin,8.9,3.0,51.0,2.9
EET 62 [ECU],,ENR67C,slight anthocyanin,slight anthocyanin,8.9,2.8,50.0,2.8
EET 95 [ECU],,ENR67C,moderate anthocyanin,intense anthocyanin,8.7,3.0,51.0,2.9
EET 96 [ECU],self incompatible,ENR67C,slight anthocyanin,moderate anthocyanin,8.6,2.8,50.0,3.1
GS 29,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,8.1,2.7,40.0,2.2
GS 36,,ENR67C,anthocyanin absent,anthocyanin absent,8.4,2.7,40.0,2.3
ICS 1,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.4,2.2,50.0,1.95
ICS 100,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,7.6,2.1,44.0,2.0
ICS 16,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,8.9,2.5,49.0,2.0
ICS 55,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,6.9,2.1,41.0,1.5
ICS 6,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,9.3,2.3,51.0,2.0
ICS 75,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,7.6,2.7,45.0,2.0
ICS 8,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,7.6,2.2,48.0,1.9
ICS 89,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,6.6,1.9,40.0,1.5
ICS 95,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.9,2.7,44.0,2.1
ICS 98,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.0,1.8,38.0,1.5
IMC 67,self compatible,ENR67C,intense anthocyanin,slight anthocyanin,7.3,2.4,63.0,2.1
OC 61 [VEN],self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.6,2.7,39.0,2.3
OC 77 [VEN],self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,8.2,2.2,41.0,2.5
PA 121 [PER],self compatible,ENR67C,anthocyanin absent,anthocyanin absent,7.5,2.2,39.0,2.1
POUND 12,self compatible,ENR67C,slight anthocyanin,slight anthocyanin,7.2,1.7,55.0,2.0
POUND 18,,ENR67C,intense anthocyanin,slight anthocyanin,7.8,2.3,74.0,1.7
POUND 7,self compatible,ENR67C,moderate anthocyanin,moderate anthocyanin,6.9,2.0,60.0,1.6
PQTO 87 [VEN],self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,8.1,2.4,41.0,2.1
RIM 10 [MEX],self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,9.2,2.8,42.0,2.1
RIM 13 [MEX],,ENR67C,anthocyanin absent,anthocyanin absent,9.8,3.4,44.0,2.0
RIM 30 [MEX],,ENR67C,anthocyanin absent,anthocyanin absent,9.8,3.4,44.0,2.0
RIM 48 [MEX],,ENR67C,anthocyanin absent,anthocyanin absent,9.0,3.0,41.0,2.0
SC 10 [VEN],self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,8.7,2.2,47.0,2.3
SC 5 [COL],,ENR67C,slight anthocyanin,anthocyanin absent,7.7,2.7,43.0,1.9
SC 6 [COL],,ENR67C,anthocyanin absent,anthocyanin absent,8.1,3.0,45.0,2.0
SCA 12,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,7.2,2.8,53.0,2.5
SCA 6,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,7.4,2.4,54.0,2.1
SIAL 163,self incompatible,ENR67C,anthocyanin absent,slight anthocyanin,9.3,2.6,50.0,2.4
SIAL 325,self incompatible,ENR67C,anthocyanin absent,slight anthocyanin,9.2,2.6,50.0,2.5
SIAL 70,self incompatible,ENR67C,anthocyanin absent,slight anthocyanin,9.8,2.8,49.0,2.1
SIAL 88,self incompatible,ENR67C,anthocyanin absent,moderate anthocyanin,8.8,2.7,49.0,2.5
SIC 801,,ENR67C,anthocyanin absent,anthocyanin absent,7.4,2.35,54.0,2.4
SIC 802,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.8,2.5,57.0,2.3
SIC 812,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,7.9,2.3,55.0,2.0
SIC 823,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,8.1,2.5,56.0,2.4
SIC 831,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,8.0,2.5,55.0,2.2
SILECIA 1 [ECU],self compatible,ENR67C,anthocyanin absent,anthocyanin absent,7.7,1.9,40.0,2.1
SILECIA 5 [ECU],self compatible,ENR67C,anthocyanin absent,anthocyanin absent,8.4,2.3,42.0,2.2
SPA 9 [COL],self compatible,ENR67C,moderate anthocyanin,intense anthocyanin,7.6,2.8,59.0,2.4
TSA 644,self compatible,ENR67C,anthocyanin absent,slight anthocyanin,7.5,2.6,60.0,2.2
TSA 654,,ENR67C,slight anthocyanin,slight anthocyanin,8.3,3.0,60.0,2.6
TSAN 792,,ENR67C,slight anthocyanin,anthocyanin absent,8.2,2.2,62.0,2.1
TSH 565,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,8.9,2.4,57.0,2.1
UF 221,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,9.2,2.8,44.0,1.9
UF 29,self incompatible,ENR67C,slight anthocyanin,intense anthocyanin,8.0,2.5,47.0,2.5
UF 613,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,9.3,2.6,46.0,2.3
UF 650,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,10.1,3.1,41.0,2.0
UF 667,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,9.6,3.0,42.0,2.0
C 4 /11 [TRI],,MOR90B,green,anthocyanin absent,9.0,2.3,50.0,2.1
CC 10,,MOR90B,green,negligible anthocyanin,9.5,3.3,46.0,2.2
CC 41,,MOR90B,green,moderate anthocyanin,9.2,2.6,45.0,2.0
CC 9,,MOR90B,green,slight anthocyanin,8.6,2.5,42.0,2.4
EET 103 [ECU],,MOR90B,green,slight anthocyanin,8.3,2.8,53.0,2.7
EET 156 [ECU],,MOR90B,white,negligible anthocyanin,7.8,3.0,55.0,3.2
EET 162 [ECU],,MOR90B,green,moderate anthocyanin,7.9,2.8,50.0,2.9
EET 19 [ECU],,MOR90B,green,slight anthocyanin,7.7,3.2,47.0,2.5
EET 238 [ECU],,MOR90B,green,negligible anthocyanin,9.1,3.2,50.0,2.8
EET 433 [ECU],,MOR90B,white,negligible anthocyanin,8.6,2.7,44.0,2.2
EET 433 [ECU],,MOR90B,white,negligible anthocyanin,7.9,2.2,52.0,2.5
EET 48 [ECU],,MOR90B,white,moderate anthocyanin,8.9,3.0,51.0,2.9
EET 62 [ECU],,MOR90B,green,negligible anthocyanin,8.9,2.8,50.0,2.8
EET 95 [ECU],,MOR90B,green - white,moderate anthocyanin,8.7,3.0,51.0,2.9
EET 96 [ECU],,MOR90B,green,slight anthocyanin,8.6,2.8,50.0,3.1
GS 29,,MOR90B,white,anthocyanin absent,8.1,2.7,40.0,2.2
GS 36,,MOR90B,white,anthocyanin absent,8.4,2.7,40.0,2.3
ICS 1,,MOR90B,white,anthocyanin absent,7.4,2.2,50.0,2.0
ICS 100,,MOR90B,green,anthocyanin absent,7.6,2.1,44.0,2.0
ICS 16,,MOR90B,white,anthocyanin absent,8.9,2.5,49.0,2.0
ICS 55,,MOR90B,white,anthocyanin absent,6.9,2.1,41.0,1.5
ICS 6,,MOR90B,green,anthocyanin absent,9.3,2.3,51.0,2.0
ICS 75,,MOR90B,white,anthocyanin absent,7.6,2.7,45.0,2.0
ICS 8,,MOR90B,green,negligible anthocyanin,7.6,2.2,48.0,1.9
ICS 89,,MOR90B,white,anthocyanin absent,6.6,1.9,40.0,1.5
ICS 95,,MOR90B,white,anthocyanin absent,7.9,2.4,44.0,2.1
ICS 98,,MOR90B,white,anthocyanin absent,7.0,1.8,38.0,1.5
IMC 67,,MOR90B,yellow,negligible anthocyanin,7.3,2.4,63.0,2.1
OC 61 [VEN],,MOR90B,white,anthocyanin absent,7.6,2.7,39.0,2.3
OC 77 [VEN],,MOR90B,white,anthocyanin absent,8.2,2.2,41.0,2.5
PA 121 [PER],,MOR90B,white,anthocyanin absent,7.5,2.2,39.0,2.1
POUND 12,,MOR90B,green,negligible anthocyanin,7.2,1.7,55.0,2.0
POUND 18,,MOR90B,yellow,negligible anthocyanin,7.8,2.3,74.0,1.7
POUND 7,,MOR90B,green - white,slight anthocyanin,6.9,2.0,60.0,1.6
PQTO 87 [VEN],,MOR90B,white,anthocyanin absent,8.1,2.4,41.0,2.1
RIM 10 [MEX],,MOR90B,white,anthocyanin absent,9.2,2.8,42.0,2.1
RIM 13 [MEX],,MOR90B,white,anthocyanin absent,9.8,3.4,44.0,2.0
RIM 30 [MEX],,MOR90B,white,anthocyanin absent,9.8,3.4,44.0,2.0
RIM 48 [MEX],,MOR90B,white,anthocyanin absent,9.0,3.0,41.0,2.0
SC 10 [VEN],,MOR90B,green,negligible anthocyanin,8.7,2.2,47.0,2.3
SC 5 [COL],,MOR90B,white,anthocyanin absent,7.7,2.7,43.0,1.9
SC 6 [COL],,MOR90B,white,anthocyanin absent,8.1,3.0,45.0,2.0
SCA 12,,MOR90B,white,anthocyanin absent,7.2,2.8,53.0,2.5
SCA 6,,MOR90B,white,anthocyanin absent,7.4,2.4,54.0,2.1
SIAL 163,,MOR90B,white,negligible anthocyanin,9.3,2.6,50.0,2.4
SIAL 325,,MOR90B,white,negligible anthocyanin,9.2,2.6,50.0,2.5
SIAL 70,,MOR90B,white,negligible anthocyanin,9.8,2.8,49.0,2.1
SIAL 88,,MOR90B,white,negligible anthocyanin,8.8,2.7,49.0,2.5
SIC 801,,MOR90B,white,anthocyanin absent,7.4,2.3,54.0,2.4
SIC 802,,MOR90B,white,anthocyanin absent,7.8,2.5,57.0,2.3
SIC 812,,MOR90B,white,anthocyanin absent,7.9,2.3,55.0,2.0
SIC 823,,MOR90B,white,anthocyanin absent,8.1,2.5,56.0,2.4
SIC 831,,MOR90B,white,anthocyanin absent,8.0,2.5,55.0,2.2
SILECIA 1 [ECU],,MOR90B,white,anthocyanin absent,7.7,1.9,40.0,2.1
SILECIA 1 [ECU],,MOR90B,white,anthocyanin absent,7.7,1.9,40.0,2.1
SILECIA 5 [ECU],,MOR90B,white,anthocyanin absent,8.4,2.3,42.0,2.2
SILECIA 5 [ECU],,MOR90B,white,anthocyanin absent,8.4,2.3,42.0,2.2
SPA 9 [COL],,MOR90B,green - white,moderate anthocyanin,7.6,2.8,59.0,2.4
TRONCO 1800,,MOR90B,white,negligible anthocyanin,9.0,3.1,53.0,3.0
TRONCO 2270,,MOR90B,white,anthocyanin absent,7.9,2.7,51.0,2.5
TSA 644,,MOR90B,white,negligible anthocyanin,7.5,2.6,60.0,2.2
TSA 654,,MOR90B,green,negligible anthocyanin,8.3,3.0,60.0,2.6
TSAN 792,,MOR90B,green,anthocyanin absent,8.2,2.2,62.0,2.1
TSH 565,,MOR90B,white,anthocyanin absent,8.9,2.7,57.0,2.1
UF 221,,MOR90B,green,anthocyanin absent,9.2,2.8,44.0,1.9
UF 29,,MOR90B,green,moderate anthocyanin,8.0,2.5,47.0,2.5
UF 613,,MOR90B,green,anthocyanin absent,9.3,2.6,46.0,2.3
UF 650,,MOR90B,green,anthocyanin absent,10.1,3.1,41.0,2.0
ICS 1,self incompatible,BAR58A,,,,,,
ICS 6,self incompatible,BAR58A,,,,,,
ICS 60,self incompatible,BAR58A,,,,,,
SCA 12,self incompatible,BAR58A,,,,,,
SCA 6,self incompatible,BAR58A,,,,,,
AM 1 [VEN],,REY73A,intense anthocyanin,,,,,
CBO 159 [VEN],,REY73A,intense anthocyanin,,,,,
CBO 176 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CBO 177 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CHO 163 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
CHO 163 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CHO 174 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CHO 24 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CHO 31 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
CHO 41 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
CHU 2 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
CLP 170 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CUI 32 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CUI 33 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
CUI 38 [VEN],,REY73A,intense anthocyanin,,,,,
D 11 [VEN],,REY73A,intense anthocyanin,,,,,
D 15 [VEN],,REY73A,intense anthocyanin,,,,,
D 4 [VEN],,REY73A,intense anthocyanin,,,,,
D 5 [VEN],,REY73A,intense anthocyanin,,,,,
HAA 4 [VEN],,REY73A,intense anthocyanin,,,,,
LC 165 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LC 168 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LM 169 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LMR [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LR 5 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LRR 3 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LRV 1 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
LVL 2 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
M 1 [VEN],,REY73A,intense anthocyanin,,,,,
M 2 [VEN],,REY73A,moderate anthocyanin,,,,,
O 14 [VE2],,REY73A,intense anthocyanin,,,,,
OC 60 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
OC 61 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
OC 73 [VEN],,REY73A,intense anthocyanin,,,,,
OC 77 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
PEN 158 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PLAYA ALTA 1 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PLAYA ALTA 2 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PLAYA ALTA 3 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PLAYA ALTA 4 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PLAYA ALTA 5 [VEN],self compatible,REY73A,moderate anthocyanin,,,,,
PORCELANA 1,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 10,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 11,self compatible,REY73A,moderate anthocyanin,,,,,
PORCELANA 12,self compatible,REY73A,moderate anthocyanin,,,,,
PORCELANA 13,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 14,self compatible,REY73A,moderate anthocyanin,,,,,
PORCELANA 15,self compatible,REY73A,moderate anthocyanin,,,,,
PORCELANA 16,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 17,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 2,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 21,self compatible,REY73A,intense anthocyanin,,,,,
PORCELANA 3,self compatible,REY73A,intense anthocyanin,,,,,
PQTO 72 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
PQTO 87 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
SC 10 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
SC 12 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
SC 20 [VEN],,REY73A,intense anthocyanin,,,,,
SC 9 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
VILL 185 [VEN],self compatible,REY73A,intense anthocyanin,,,,,
ALPH B 36,self compatible,KKO93A,,,,,,
C 22 [TAF],self incompatible,KKO93A,,,,,,
C 23 [TAF],self compatible,KKO93A,,,,,,
C 23 [TAF],self incompatible,KKO93A,,,,,,
C 26 [TAF],self incompatible,KKO93A,,,,,,
CF 62,self incompatible,KKO93A,,,,,,
ICS 1,self incompatible,KKO93A,,,,,,
ICS 100,self compatible,KKO93A,,,,,,
ICS 39,self compatible,KKO93A,,,,,,
ICS 40,self compatible,KKO93A,,,,,,
ICS 43,self compatible,KKO93A,,,,,,
ICS 6,self incompatible,KKO93A,,,,,,
ICS 60,self compatible,KKO93A,,,,,,
ICS 89,self incompatible,KKO93A,,,,,,
IFC 1 [CIV],self incompatible,KKO93A,,,,,,
IFC 5 [CIV],self incompatible,KKO93A,,,,,,
IMC 60,self compatible,KKO93A,,,,,,
IMC 67,self compatible,KKO93A,,,,,,
NA 32,self compatible,KKO93A,,,,,,
NA 33,self compatible,KKO93A,,,,,,
P 4 /9-J11450 [POS],self incompatible,KKO93A,,,,,,
PA 35 [PER],self compatible,KKO93A,,,,,,
S 72 /J-11-4-49 [TAF],self incompatible,KKO93A,,,,,,
S 84 /E-10-4-90 [TAF],self incompatible,KKO93A,,,,,,
SCA 12,self compatible,KKO93A,,,,,,
SCA 6,self compatible,KKO93A,,,,,,
SILECIA 5 [ECU],self compatible,KKO93A,,,,,,
SNK 10,self compatible,KKO93A,,,,,,
SNK 12,self incompatible,KKO93A,,,,,,
SNK 48,self incompatible,KKO93A,,,,,,
SNK 64,self incompatible,KKO93A,,,,,,
T 12 /113 [POS],self compatible,KKO93A,,,,,,
T 12 /5 [POS],self compatible,KKO93A,,,,,,
T 16 /613 [POS],self compatible,KKO93A,,,,,,
T 60 /1174 [POS],self compatible,KKO93A,,,,,,
T 60 /887 [POS],self compatible,KKO93A,,,,,,
T 63 /967 [POS],self compatible,KKO93A,,,,,,
T 63 /971 [POS],self compatible,KKO93A,,,,,,
T 65 /7 [POS],self compatible,KKO93A,,,,,,
T 79 /416 [POS],self compatible,KKO93A,,,,,,
T 79 /467 [POS],self compatible,KKO93A,,,,,,
T 79 /501 [POS],self compatible,KKO93A,,,,,,
T 85 /799 [POS],self compatible,KKO93A,,,,,,
UF 667,self incompatible,KKO93A,,,,,,
UF 676,self incompatible,KKO93A,,,,,,
UPA 134,self compatible,KKO93A,,,,,,
UPA 143,self compatible,KKO93A,,,,,,
UPA 402,self compatible,KKO93A,,,,,,
UPA 405,self compatible,KKO93A,,,,,,
UPA 409,self compatible,KKO93A,,,,,,
UPA 413,self compatible,KKO93A,,,,,,
UPA 603,self compatible,KKO93A,,,,,,
UPA 710,self compatible,KKO93A,,,,,,
W 41 [POS],self compatible,KKO93A,,,,,,
EET 103 [ECU],,ALL88A,,moderate anthocyanin,8.40,,,
EET 19 [ECU],,ALL88A,,slight anthocyanin,8.60,,,
EET 96 [ECU],,ALL88A,,slight anthocyanin,8.70,,,
IMC 10,,ALL88A,,slight anthocyanin,7.50,,,
IMC 11,,ALL88A,,slight anthocyanin,9.50,,,
IMC 14,,ALL88A,,slight anthocyanin,10.50,,,
IMC 20,,ALL88A,,slight anthocyanin,8.00,,,
IMC 23,,ALL88A,,slight anthocyanin,8.00,,,
IMC 27,,ALL88A,,moderate anthocyanin,8.50,,,
IMC 31,,ALL88A,,slight anthocyanin,7.50,,,
IMC 42,,ALL88A,,slight anthocyanin,8.50,,,
IMC 44,,ALL88A,,moderate anthocyanin,8.50,,,
IMC 5,,ALL88A,,slight anthocyanin,7.50,,,
IMC 53,,ALL88A,,moderate anthocyanin,8.00,,,
IMC 6,,ALL88A,,slight anthocyanin,8.50,,,
IMC 60,,ALL88A,,moderate anthocyanin,8.00,,,
IMC 67,,ALL88A,,moderate anthocyanin,9.00,,,
IMC 76,,ALL88A,,slight anthocyanin,8.50,,,
LCT EEN 10,,ALL88A,,anthocyanin absent,13.00,,,
LCT EEN 101,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 103,,ALL88A,,anthocyanin absent,11.00,,,
LCT EEN 109,,ALL88A,,anthocyanin absent,11.00,,,
LCT EEN 113,,ALL88A,,anthocyanin absent,8.00,,,
LCT EEN 127,,ALL88A,,moderate anthocyanin,12.30,,,
LCT EEN 128,,ALL88A,,anthocyanin absent,10.00,,,
LCT EEN 132,,ALL88A,,anthocyanin absent,11.80,,,
LCT EEN 136,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 145,,ALL88A,,anthocyanin absent,7.50,,,
LCT EEN 146,,ALL88A,,anthocyanin absent,6.50,,,
LCT EEN 149,,ALL88A,,anthocyanin absent,,,,
LCT EEN 150,,ALL88A,,,9.50,,,
LCT EEN 152,,ALL88A,,anthocyanin absent,,,,
LCT EEN 153,,ALL88A,,,7.50,,,
LCT EEN 157,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 162,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 169,,ALL88A,,anthocyanin absent,7.00,,,
LCT EEN 172,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 175,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 178,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 182,,ALL88A,,anthocyanin absent,8.50,,,
LCT EEN 199,,ALL88A,,anthocyanin absent,8.50,,,
LCT EEN 2,,ALL88A,,slight anthocyanin,10.00,,,
LCT EEN 20,,ALL88A,,anthocyanin absent,10.00,,,
LCT EEN 201,,ALL88A,,anthocyanin absent,10.30,,,
LCT EEN 202,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 205,,ALL88A,,moderate anthocyanin,7.00,,,
LCT EEN 21,,ALL88A,,anthocyanin absent,8.50,,,
LCT EEN 212,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 215,,ALL88A,,anthocyanin absent,11.00,,,
LCT EEN 217,,ALL88A,,anthocyanin absent,10.00,,,
LCT EEN 219,,ALL88A,,anthocyanin absent,8.50,,,
LCT EEN 220,,ALL88A,,anthocyanin absent,6.80,,,
LCT EEN 228,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 232,,ALL88A,,anthocyanin absent,10.00,,,
LCT EEN 251,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 253,,ALL88A,,anthocyanin absent,9.30,,,
LCT EEN 255,,ALL88A,,anthocyanin absent,7.00,,,
LCT EEN 26,,ALL88A,,anthocyanin absent,10.00,,,
LCT EEN 27,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 282,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 297,,ALL88A,,,,,,
LCT EEN 300,,ALL88A,,anthocyanin absent,7.50,,,
LCT EEN 332,,ALL88A,,anthocyanin absent,8.00,,,
LCT EEN 335,,ALL88A,,anthocyanin absent,8.00,,,
LCT EEN 336,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 343,,ALL88A,,anthocyanin absent,7.50,,,
LCT EEN 345,,ALL88A,,anthocyanin absent,8.00,,,
LCT EEN 351,,ALL88A,,anthocyanin absent,8.50,,,
LCT EEN 352,,ALL88A,,anthocyanin absent,8.60,,,
LCT EEN 4,,ALL88A,,moderate anthocyanin,9.50,,,
LCT EEN 46,,ALL88A,,moderate anthocyanin,9.00,,,
LCT EEN 49,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 5,,ALL88A,,anthocyanin absent,6.50,,,
LCT EEN 52,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 57,,ALL88A,,anthocyanin absent,9.50,,,
LCT EEN 59,,ALL88A,,,8.50,,,
LCT EEN 6,,ALL88A,,anthocyanin absent,7.50,,,
LCT EEN 60,,ALL88A,,anthocyanin absent,9.00,,,
LCT EEN 61,,ALL88A,,moderate anthocyanin,10.00,,,
