Clone name,Colour,Shape,Number,Total wet weight,Cotyledon dry weight,Cotyledon length,Cotyledon width
CRU 113,dark purple,elliptical,46.0,66.0,0.88,22.9,12.7
CRU 116,purple,elliptical,43.0,102.7,1.54,26.3,14.8
CRU 119,dark purple,elliptical,35.0,46.7,1.0,19.7,12.9
CRU 12,purple,elliptical,34.0,51.4,1.05,19.9,12.1
CRU 120,purple,elliptical,35.0,50.4,0.88,18.9,12.2
CRU 122,dark purple,elliptical,44.0,96.4,1.47,24.6,14.9
CRU 123,dark purple,ovate,42.0,64.6,1.05,22.9,12.2
CRU 124,purple,oblong,36.0,53.1,1.01,23.4,11.1
CRU 126,dark purple,elliptical,46.0,93.7,1.27,24.1,14.8
CRU 127,purple,ovate,44.0,42.3,0.65,19.4,10.5
CRU 128,dark purple,elliptical,45.0,64.8,0.96,21.0,10.8
CRU 129,purple,elliptical,42.0,77.9,1.27,24.2,14.0
CRU 13,dark purple,oblong,43.0,58.7,0.97,22.2,12.3
CRU 131,purple,elliptical,26.0,32.1,0.78,19.0,12.5
CRU 132,purple,oblong,42.0,57.9,0.94,22.0,11.1
CRU 133,dark purple,ovate,39.0,71.7,1.35,25.1,12.0
CRU 135,dark purple,elliptical,50.0,65.3,0.91,22.6,11.2
CRU 136,purple,ovate,37.0,82.0,1.29,25.6,12.7
CRU 137,dark purple,ovate,40.0,73.5,1.27,24.9,12.8
CRU 138,purple,ovate,47.0,95.6,1.35,27.0,13.8
CRU 142,dark purple,oblong,44.0,68.0,1.08,22.7,12.1
CRU 147,dark purple,elliptical,46.0,92.7,1.43,23.9,14.7
CRU 153,purple,elliptical,41.0,102.4,1.6,25.9,15.2
CRU 154,dark purple,elliptical,40.0,95.5,1.54,25.0,15.5
CRU 19,purple,ovate,45.0,51.4,0.75,19.2,10.4
CRU 21,dark purple,elliptical,47.0,71.2,1.03,23.0,12.0
CRU 263,light purple,elliptical,35.0,51.2,0.96,21.5,13.5
CRU 27,dark purple,elliptical,41.0,52.7,0.77,19.4,12.3
CRU 271 (MIS_TTO005_ICS 55),dark purple,elliptical,44.0,52.9,0.77,20.1,12.8
CRU 28,dark purple,oblong,42.0,74.7,1.19,23.7,12.4
CRU 34,dark purple,ovate,47.0,91.8,1.37,24.8,15.3
CRU 35,light purple,elliptical,43.0,91.3,1.43,25.5,13.9
CRU 37,dark purple,elliptical,37.0,69.1,1.13,24.8,12.5
CRU 38,purple,ovate,49.0,89.9,1.26,26.8,13.5
CRU 40,purple,ovate,43.0,58.1,0.99,21.9,11.3
CRU 47,purple,elliptical,37.0,67.5,1.23,23.6,12.6
CRU 4A /1,purple,oblong,22.0,34.4,1.0,21.8,12.7
CRU 4A/11,dark purple,elliptical,42.0,93.0,1.51,25.7,15.6
CRU 4A/4,dark purple,ovate,43.0,93.9,1.48,26.1,15.2
CRU 4A/8,dark purple,elliptical,37.0,69.4,1.32,24.2,13.4
CRU 4A/9,dark purple,elliptical,36.0,42.7,0.81,20.4,11.7
CRU 5,purple,elliptical,38.0,55.3,0.95,21.4,12.4
CRU 51,dark purple,ovate,44.0,84.6,1.41,27.1,14.1
CRU 56,purple,elliptical,42.0,70.1,1.18,24.7,12.7
CRU 57,dark purple,oblong,41.0,65.1,1.26,24.2,12.1
CRU 59,purple,ovate,53.0,57.7,0.76,19.2,10.3
CRU 5A /1,purple,elliptical,39.0,85.1,1.36,25.3,15.1
CRU 5A /2,purple,elliptical,39.0,59.2,0.97,22.8,12.5
CRU 5A /3,purple,elliptical,32.0,60.0,1.15,23.7,14.2
CRU 5A /4,dark purple,elliptical,39.0,42.0,0.74,21.4,9.3
CRU 5A /5,dark purple,elliptical,27.0,33.3,0.92,18.9,12.5
CRU 5A /6,dark purple,elliptical,36.0,60.1,1.16,23.2,13.7
CRU 5B /10,dark purple,oblong,44.0,81.1,1.31,23.7,12.7
CRU 5B /12,dark purple,oblong,41.0,52.4,0.92,22.3,11.0
CRU 5B /14,dark purple,elliptical,26.0,44.5,1.01,23.7,14.2
CRU 5B /16,dark purple,elliptical,34.0,60.5,1.19,23.3,13.6
CRU 5B /17,dark purple,elliptical,23.0,44.4,1.21,22.2,13.3
CRU 5B /18,dark purple,oblong,44.0,43.8,0.69,17.8,11.2
CRU 5B /19,purple,oblong,35.0,78.5,1.44,25.7,16.0
CRU 5B /2,purple,ovate,43.0,77.7,1.07,22.9,12.3
CRU 5B /21,dark purple,elliptical,39.0,63.3,1.15,23.5,12.2
CRU 5B /22,dark purple,elliptical,36.0,57.0,1.02,21.1,13.0
CRU 5B /23,dark purple,elliptical,43.0,88.8,1.46,25.3,15.2
CRU 5B /24,dark purple,oblong,36.0,57.9,1.15,23.1,13.8
CRU 5B /25,dark purple,elliptical,41.0,97.0,1.51,25.9,15.1
CRU 5B /3,dark purple,ovate,44.0,61.3,1.02,21.3,12.2
CRU 5B /4,dark purple,oblong,35.0,62.1,1.16,24.6,13.0
CRU 5B /5,dark purple,oblong,41.0,60.4,1.02,21.6,13.0
CRU 5B /7,dark purple,oblong,33.0,65.9,1.44,23.6,13.4
CRU 5B /8,dark purple,elliptical,38.0,82.1,1.42,24.8,15.1
CRU 5B /9,dark purple,oblong,30.0,53.2,1.21,21.9,11.9
CRU 63,dark purple,ovate,45.0,58.4,0.94,20.5,10.9
CRU 64,dark purple,elliptical,40.0,48.3,0.89,19.6,11.0
CRU 69,dark purple,ovate,38.0,44.9,0.83,22.3,10.5
CRU 6 /B-2,dark purple,elliptical,38.0,56.9,1.06,23.4,12.8
CRU 7,purple,elliptical,42.0,44.8,0.76,20.0,11.8
CRU 70,dark purple,elliptical,32.0,39.9,0.89,18.9,12.9
CRU 72,dark purple,ovate,49.0,58.6,0.77,19.5,10.4
CRU 73,dark purple,oblong,50.0,82.6,1.23,25.1,13.0
CRU 74,purple,elliptical,35.0,56.8,1.14,23.0,12.9
CRU 77,dark purple,oblong,41.0,60.2,0.97,23.2,10.8
CRU 78,dark purple,elliptical,46.0,61.1,0.95,20.5,11.9
CRU 80,purple,elliptical,37.0,45.9,0.87,19.8,12.1
CRU 81,dark purple,elliptical,43.0,56.3,0.73,19.3,11.7
CRU 83,purple,ovate,48.0,52.0,0.68,20.1,11.5
CRU 86,dark purple,oblong,44.0,63.8,0.93,22.8,10.8
CRU 87,purple,oblong,48.0,53.5,0.77,20.5,10.4
CRU 89,dark purple,ovate,34.0,65.6,1.44,24.8,15.3
CRU 90,dark purple,ovate,42.0,50.4,0.85,21.2,11.8
CRU 91,purple,elliptical,42.0,54.9,0.94,19.8,12.0
CRU 95,dark purple,ovate,50.0,66.1,0.87,20.3,11.7
CRU 96,dark purple,elliptical,43.0,54.9,0.95,22.7,12.1
CRU 97,dark purple,ovate,43.0,67.7,1.03,22.3,12.0
CRU 98,dark purple,elliptical,45.0,64.5,1.08,23.4,12.2
CRU 99,dark purple,elliptical,29.0,29.5,0.74,17.4,12.3
CRU C11 /2,purple,elliptical,39.0,53.9,0.96,18.9,13.8
CRU C11 /3,dark purple,ovate,39.0,43.9,0.8,19.7,11.3
CRU C12 /1,dark purple,elliptical,44.0,53.7,0.83,21.5,12.0
CRU C12 /2,purple,elliptical,45.0,52.3,0.75,20.4,12.0
CRU C12 /3,dark purple,elliptical,46.0,58.3,0.8,20.5,12.2
CRU C12 /4,dark purple,elliptical,42.0,46.9,0.7,19.8,11.8
CRU C12 /6,purple,elliptical,37.0,89.7,1.49,26.2,15.5
CRU C12 /7,dark purple,elliptical,36.0,67.9,1.23,24.0,14.4
CRU C3 /4,purple,oblong,46.0,65.4,0.94,23.0,13.1
CRU C3 /5,dark purple,oblong,45.0,78.8,1.13,24.2,13.0
CRU C4 /12,dark purple,elliptical,30.0,60.5,1.39,24.9,14.5
CRU C4 /13,dark purple,elliptical,38.0,72.7,1.22,27.1,13.7
CRU C4 /3,dark purple,ovate,48.0,60.3,0.84,21.9,11.8
CRU C4 /4,dark purple,elliptical,22.0,29.4,0.95,21.9,11.8
CRU C4 /5,dark purple,oblong,48.0,54.5,0.78,20.4,10.3
CRU C4 /6,dark purple,ovate,27.0,36.4,0.93,22.8,11.1
CRU C4 /7,dark purple,oblong,19.0,40.2,1.41,25.1,13.1
CRU C4 /8,purple,oblong,21.0,34.1,0.99,22.9,11.8
CRU C5 /2,dark purple,elliptical,31.0,53.2,1.17,23.1,13.8
CRU C5 /4,dark purple,elliptical,36.0,48.0,0.78,20.9,12.6
CRU C5 /5,dark purple,ovate,47.0,52.2,0.77,21.7,10.5
CRU C5 /7,dark purple,oblong,42.0,41.9,0.74,19.9,10.3
CRU C5 /8,dark purple,elliptical,37.0,65.7,1.21,24.6,15.5
CRU C6 /14,dark purple,elliptical,57.0,71.3,0.78,21.9,11.4
CRU C6 /19,dark purple,elliptical,43.0,67.0,0.98,22.4,12.1
CRU C6 /22,purple,oblong,47.0,64.3,0.95,22.7,12.8
CRU C6 /5,dark purple,oblong,36.0,34.8,0.74,19.3,10.0
CRUZ 7 /11,purple,elliptical,40.0,33.3,0.56,19.2,9.7
CRUZ 7 /14,dark purple,elliptical,40.0,57.4,1.07,22.0,10.9
CRUZ 7 /8,dark purple,ovate,47.0,34.9,0.54,17.8,10.6
DE 33 /B,dark purple,elliptical,33.0,57.6,1.28,23.8,12.9
DE 36 /A,light purple,elliptical,35.0,75.6,1.29,24.7,14.0
DE 52 /B,purple,ovate,49.0,49.3,0.65,20.2,12.2
DE 53 /B,purple,elliptical,28.0,30.3,0.58,18.1,10.5
DE 64 /A,dark purple,ovate,45.0,51.6,0.77,19.7,10.5
DE 64 /B,purple,ovate,36.0,42.7,0.83,21.9,10.9
DE 65 /A,dark purple,elliptical,39.0,61.1,1.05,23.0,12.8
DE 73 /A,white,oblong,40.0,57.0,0.87,21.5,11.3
DOM 1,dark purple,elliptical,41.0,71.9,1.11,23.7,13.0
DOM 10,dark purple,ovate,44.0,65.9,0.93,22.9,12.8
DOM 11,dark purple,elliptical,41.0,64.2,1.06,23.1,13.3
DOM 13,dark purple,oblong,36.0,65.8,1.18,24.6,12.6
DOM 14,dark purple,oblong,41.0,64.8,1.05,22.8,11.6
DOM 15,dark purple,oblong,35.0,47.5,0.87,22.2,11.2
DOM 16,dark purple,oblong,37.0,64.2,1.16,23.6,12.6
DOM 18,dark purple,oblong,38.0,52.6,0.87,21.7,12.1
DOM 2,dark purple,elliptical,43.0,52.2,0.79,20.3,12.1
DOM 20,dark purple,elliptical,43.0,67.8,0.98,23.0,12.8
DOM 23,purple,elliptical,42.0,60.4,0.91,21.3,12.2
DOM 24,purple,ovate,35.0,48.9,0.79,21.7,12.4
DOM 25,purple,elliptical,36.0,43.5,0.71,19.2,11.7
DOM 27,light purple,ovate,36.0,46.3,0.82,20.2,13.2
DOM 3,dark purple,elliptical,38.0,70.0,1.17,23.4,13.4
DOM 30,dark purple,elliptical,44.0,67.1,1.0,22.2,12.6
DOM 31,dark purple,elliptical,40.0,58.3,0.94,22.2,12.4
DOM 33,dark purple,oblong,37.0,51.0,0.92,21.4,12.0
DOM 35,dark purple,elliptical,34.0,44.7,0.87,22.3,11.9
DOM 4,dark purple,oblong,40.0,68.9,1.03,22.9,12.7
DOM 7,purple,elliptical,41.0,65.9,0.99,21.8,12.8
DOM 8,dark purple,elliptical,38.0,60.0,0.96,20.5,12.9
DOM 9,dark purple,elliptical,35.0,52.9,0.99,21.9,12.7
DOPOL 2 /1-4,dark purple,oblong,37.0,55.5,0.95,22.9,12.7
DOPOL 2 /1-5,purple,oblong,45.0,52.4,0.79,22.0,10.5
DOPOL 3 /2-5,dark purple,elliptical,36.0,49.2,0.97,19.9,12.2
DOPOL 3 /2-6,purple,elliptical,29.0,44.4,0.94,21.3,13.1
DOPOL 4 /4-7,purple,oblong,28.0,48.1,1.07,22.4,12.8
DOPOL 6 /15-10,purple,ovate,45.0,54.1,0.79,21.5,12.0
DOPOL 6 /15-5,dark purple,ovate,45.0,59.1,0.81,22.4,10.9
DOPOL 6 /15-9,dark purple,elliptical,44.0,57.4,0.89,20.1,11.6
DOPOL 7 /2-3,purple,elliptical,37.0,56.2,0.92,20.4,11.7
DOS HERMANOS,purple,elliptical,42.0,49.7,0.85,21.3,10.8
DOS HERMANOS 1,purple,oblong,31.0,47.1,0.95,22.7,12.4
DOS HERMANOS 2,purple,ovate,36.0,48.6,0.93,21.7,11.2
DR 2,purple,elliptical,34.0,84.6,1.41,25.2,13.4
E 34 [ECU],purple,elliptical,28.0,45.1,1.06,22.6,13.8
E 41 [ECU],purple,elliptical,44.0,70.4,1.1,22.8,13.1
E 575 [ICT],purple,elliptical,36.0,65.2,1.19,24.1,14.3
EBC 148 /S-301,dark purple,ovate,48.0,45.8,0.66,20.2,10.0
ECNR,purple,elliptical,43.0,46.0,0.77,19.9,10.3
EEG 8,purple,ovate,36.0,41.7,0.8,21.9,11.4
EET 162 [ECU],dark purple,elliptical,35.0,55.6,1.19,21.7,13.2
EET 19 [ECU],purple,elliptical,38.0,64.9,1.21,24.2,12.8
EET 272 [ECU],purple,oblong,47.0,55.9,0.85,22.2,13.1
EET 28 [ECU],dark purple,ovate,38.0,59.7,1.05,24.5,12.0
EET 338 [ECU],purple,ovate,37.0,44.6,0.77,20.6,12.2
EET 338 /9577 [ECU],dark purple,elliptical,36.0,39.7,0.81,20.6,12.2
EET 397 [ECU],purple,elliptical,41.0,75.0,1.28,23.7,13.6
EET 399 [ECU],purple,oblong,36.0,62.1,1.14,24.1,12.1
EET 400 [ECU],dark purple,oblong,42.0,64.9,1.2,24.7,12.3
EET 48 [ECU],purple,elliptical,43.0,58.2,0.92,20.9,11.6
EET 58 [ECU],dark purple,ovate,34.0,74.0,1.61,25.8,14.9
EET 59 [ECU],purple,ovate,41.0,97.9,1.04,25.5,15.2
EET 95 [ECU],dark purple,elliptical,46.0,88.1,0.8,24.5,13.0
ELP 1 A,dark purple,elliptical,34.0,45.5,0.89,20.6,11.9
ELP 1 /S4,dark purple,elliptical,33.0,51.5,0.87,21.5,12.1
ELP 10 /S6,dark purple,elliptical,39.0,51.3,0.83,21.9,12.5
ELP 10 /T,dark purple,elliptical,37.0,51.3,0.85,22.6,12.6
ELP 11 /S1,dark purple,elliptical,38.0,46.2,0.78,22.0,12.2
ELP 11 /S3,dark purple,elliptical,31.0,36.4,0.79,20.9,11.9
ELP 13 /8,dark purple,elliptical,35.0,39.2,0.74,20.1,11.6
ELP 16 /S7,dark purple,elliptical,35.0,44.9,0.81,20.9,11.7
ELP 18 /S12,dark purple,elliptical,36.0,49.1,0.85,21.6,12.2
ELP 2 /S4,dark purple,elliptical,32.0,42.9,0.87,20.5,11.5
ELP 20 A,dark purple,elliptical,41.0,47.9,0.76,21.0,11.7
ELP 20 /S3,dark purple,elliptical,33.0,43.3,0.73,20.9,11.9
ELP 22 /S10,dark purple,elliptical,41.0,55.5,0.84,21.4,12.2
ELP 28 /S4,dark purple,elliptical,30.0,36.6,0.87,21.3,13.3
ELP 28 /S6,dark purple,elliptical,30.0,37.0,0.89,21.4,13.2
ELP 30 /S5,dark purple,elliptical,26.0,29.6,0.71,19.9,10.8
ELP 32 /S3,dark purple,elliptical,34.0,36.7,0.71,20.8,11.9
ELP 32 /S4,dark purple,elliptical,32.0,32.4,0.64,20.1,11.4
ELP 34 /S13,dark purple,elliptical,28.0,36.8,0.81,20.9,12.0
ELP 34 /S7,dark purple,oblong,33.0,43.3,0.87,22.2,11.5
ELP 35 B,dark purple,elliptical,33.0,41.7,0.82,21.0,12.1
ELP 35 /S4,dark purple,oblong,33.0,41.0,0.71,20.2,10.9
ELP 40 B,dark purple,elliptical,36.0,39.5,0.77,20.7,11.7
ELP 40 /S9,dark purple,elliptical,37.0,47.7,0.84,21.4,12.1
ELP 41 /S5,dark purple,elliptical,39.0,45.3,0.71,20.5,11.2
ELP 7 /S2,dark purple,elliptical,35.0,45.1,0.83,21.5,11.9
ELP 7 /S7,dark purple,elliptical,38.0,42.9,0.64,20.7,11.2
ELP 8 A,dark purple,elliptical,36.0,45.2,0.78,20.9,11.7
ELP 8 /S3,dark purple,elliptical,41.0,53.7,0.81,20.8,11.9
ELP 9 /S2,dark purple,elliptical,39.0,55.3,0.92,22.2,12.8
ELP 9 /S4,dark purple,elliptical,39.0,54.6,0.92,22.3,12.2
EQX /J [CHA],dark purple,oblong,37.0,59.8,1.0,20.5,11.6
EQX /Z [CHA],purple,oblong,46.0,69.3,0.97,25.1,11.9
EQX 3164 [CHA],purple,oblong,43.0,62.0,1.0,23.1,11.7
EQX 69 [EQX],dark purple,elliptical,39.0,48.1,0.83,22.2,11.0
FSC 13,dark purple,elliptical,46.0,72.4,1.09,23.2,13.4
G 8 [GET],white,elliptical,35.0,67.1,1.21,22.6,14.9
GA 11 [HAI],dark purple,elliptical,48.0,76.6,1.02,22.7,12.4
GC T 998 /2,light purple,elliptical,45.0,67.0,0.94,21.3,12.6
GC T 998 /59,dark purple,elliptical,46.0,58.9,0.94,22.9,11.3
GC T 998 /60,dark purple,elliptical,43.0,58.5,0.91,21.7,11.4
GC T 998 /66,dark purple,oblong,49.0,41.4,0.57,20.0,10.0
GC T 998 /76,purple,oblong,24.0,33.9,0.98,22.4,11.6
GC T 998 /96,purple,ovate,47.0,49.4,0.65,20.3,11.2
GC T 999 /59,dark purple,oblong,45.0,60.0,0.94,22.3,11.3
GDL 1,dark purple,elliptical,41.0,68.6,1.23,22.9,13.0
GDL 11,dark purple,ovate,36.0,68.3,1.2,25.5,13.6
GDL 2,dark purple,elliptical,44.0,55.3,0.79,21.5,11.5
GDL 3,dark purple,elliptical,43.0,54.6,0.84,21.4,12.2
GDL 7,dark purple,elliptical,41.0,65.5,0.99,23.1,13.0
GNV 22,dark purple,oblong,43.0,57.2,0.91,22.7,10.5
GS 1,dark purple,elliptical,42.0,75.8,1.12,24.1,13.6
GS 10,light purple,elliptical,45.0,86.4,1.29,25.4,13.4
GS 12,purple,oblong,42.0,69.8,1.0,22.2,12.5
GS 13,light purple,oblong,40.0,73.2,1.08,25.0,12.7
GS 15,purple,ovate,47.0,67.9,0.92,23.0,6.3
GS 16,dark purple,oblong,42.0,59.1,0.89,22.8,12.4
GS 26,purple,elliptical,39.0,71.3,1.2,23.8,13.2
GS 29,purple,elliptical,37.0,77.7,1.54,25.0,14.3
GS 32,purple,ovate,36.0,55.7,0.87,22.2,12.9
GS 36,purple,elliptical,35.0,65.6,1.23,22.8,12.6
GS 37,light purple,ovate,42.0,72.2,0.95,23.0,12.9
GS 39,dark purple,oblong,35.0,54.5,0.92,21.1,11.7
GS 4,purple,oblong,38.0,85.1,1.45,26.9,14.1
GS 45,purple,elliptical,40.0,61.6,0.91,20.9,13.0
GS 48,dark purple,ovate,38.0,58.5,1.09,23.3,12.7
GS 50,light purple,ovate,39.0,58.8,0.93,22.8,13.7
GS 53,dark purple,elliptical,30.0,71.5,1.58,26.1,14.8
GS 55,dark purple,elliptical,40.0,59.8,0.94,22.7,12.3
GS 58,purple,elliptical,45.0,67.0,0.89,21.2,12.3
GS 59,dark purple,oblong,43.0,67.2,1.03,22.1,12.8
GS 6,dark purple,elliptical,44.0,71.7,1.0,23.1,12.9
GS 60,dark purple,elliptical,35.0,59.1,1.05,22.5,13.1
GS 61,purple,oblong,45.0,71.8,0.95,21.4,12.6
GS 62,dark purple,elliptical,45.0,59.4,0.88,20.5,12.2
GS 66,dark purple,elliptical,43.0,82.5,1.24,23.8,13.8
GS 67,purple,oblong,45.0,67.3,0.97,23.0,12.8
GS 70,light purple,elliptical,37.0,53.2,0.93,20.3,11.9
GS 74,dark purple,elliptical,37.0,54.3,1.0,22.4,12.7
GS 76,purple,elliptical,38.0,70.0,1.21,22.5,13.8
GS 77,purple,ovate,33.0,56.8,1.15,23.4,13.3
GS 78,dark purple,oblong,40.0,73.1,1.2,23.6,13.3
GS 79,dark purple,oblong,37.0,74.2,1.29,24.8,12.2
GU 114 /P,dark purple,elliptical,43.0,54.4,0.77,21.2,11.8
GU 133 /C,dark purple,elliptical,37.0,48.1,0.84,22.3,11.9
GU 144 /C,dark purple,elliptical,38.0,50.5,0.8,20.1,11.9
GU 151 /F,purple,elliptical,33.0,41.6,0.71,18.8,12.3
GU 154 /C,dark purple,elliptical,37.0,44.5,0.78,20.2,11.1
GU 168 /H,dark purple,elliptical,36.0,49.5,0.88,20.4,12.2
GU 169,dark purple,elliptical,35.0,45.8,0.86,21.5,12.6
GU 175 /P,dark purple,elliptical,38.0,52.5,0.88,20.6,11.1
GU 192,dark purple,ovate,27.0,32.2,0.87,21.6,11.8
GU 195 /P,dark purple,elliptical,32.0,41.0,0.83,20.4,12.6
GU 202 /A,dark purple,oblong,45.0,61.7,0.84,22.0,11.0
GU 207 /H,dark purple,elliptical,33.0,40.1,0.7,19.2,11.7
GU 215 /A,dark purple,elliptical,30.0,47.2,0.98,22.0,12.5
GU 219 /F,dark purple,ovate,26.0,26.7,0.62,18.2,10.8
GU 222,dark purple,oblong,35.0,50.9,1.06,22.7,12.6
GU 241 /P,dark purple,elliptical,33.0,39.2,0.74,19.8,11.7
GU 243 /H,dark purple,ovate,34.0,46.8,0.9,21.1,12.2
GU 255 /P,dark purple,elliptical,37.0,45.6,0.76,19.0,11.5
GU 255 /V,dark purple,oblong,35.0,43.4,0.77,19.2,11.5
GU 259 /C,dark purple,elliptical,37.0,47.5,0.77,20.8,12.2
GU 261 /P,dark purple,elliptical,35.0,46.1,0.75,19.5,11.9
GU 265 /P,dark purple,elliptical,36.0,48.9,0.82,20.1,11.9
GU 271 /P,dark purple,elliptical,34.0,40.2,0.69,19.6,11.2
GU 277 /G,dark purple,elliptical,38.0,50.8,0.81,20.1,11.4
GU 286 /P,dark purple,elliptical,37.0,57.1,0.95,22.1,12.2
GU 300 /P,dark purple,elliptical,31.0,37.2,0.77,19.3,11.8
GU 305 /P,dark purple,elliptical,35.0,48.5,0.94,21.6,11.8
GU 307 /F,dark purple,elliptical,36.0,47.0,0.84,20.3,11.5
GU 310 /P,dark purple,ovate,31.0,37.9,0.81,20.7,11.5
GU 322 /P,dark purple,oblong,30.0,43.5,0.87,20.7,11.9
GU 335 /P,dark purple,elliptical,32.0,39.8,0.78,20.2,11.5
GU 339 /M,dark purple,elliptical,23.0,24.0,0.61,19.0,10.7
GU 341 /H,purple,oblong,35.0,46.7,0.79,22.0,11.4
GU 351 /P,dark purple,elliptical,35.0,44.8,0.86,21.0,12.7
GU 353 /L,dark purple,elliptical,34.0,42.8,0.8,19.9,11.5
ICA 70 [COL],dark purple,elliptical,38.0,73.7,1.32,23.7,14.5
ICS 1,purple,elliptical,39.0,78.3,1.29,25.8,13.8
ICS 10,dark purple,ovate,48.0,65.7,0.94,21.9,12.0
ICS 100,purple,elliptical,32.0,56.8,1.24,23.7,12.9
ICS 111,purple,elliptical,36.0,73.2,1.46,26.1,14.4
ICS 12,purple,ovate,48.0,54.7,0.77,20.4,11.9
ICS 14,purple,elliptical,40.0,54.3,0.95,24.1,13.4
ICS 15,purple,elliptical,34.0,74.1,1.44,24.4,15.6
ICS 16,light purple,elliptical,42.0,84.2,1.38,25.3,15.0
ICS 17,purple,elliptical,34.0,70.7,1.43,25.3,14.9
ICS 18,dark purple,oblong,44.0,82.9,1.25,24.9,13.2
ICS 2,dark purple,elliptical,46.0,73.7,1.05,23.2,13.1
ICS 20,dark purple,elliptical,38.0,63.3,1.07,22.7,13.0
ICS 22,purple,elliptical,26.0,52.5,1.42,24.7,13.8
ICS 24,purple,elliptical,37.0,62.6,0.92,24.7,13.1
ICS 25,purple,ovate,36.0,57.2,0.98,22.9,13.2
ICS 26,purple,elliptical,29.0,61.3,1.32,23.0,14.2
ICS 27,dark purple,oblong,40.0,72.5,1.25,26.0,13.4
ICS 3,dark purple,elliptical,53.0,54.9,0.77,21.8,11.6
ICS 30,purple,elliptical,42.0,54.2,0.84,20.7,11.8
ICS 35,purple,oblong,28.0,47.8,1.06,21.7,12.2
ICS 36,dark purple,elliptical,41.0,77.9,1.19,22.7,14.3
ICS 39,purple,ovate,39.0,62.2,1.16,23.0,13.8
ICS 4,purple,oblong,31.0,68.2,1.22,24.2,13.2
ICS 40,dark purple,elliptical,49.0,71.1,0.98,23.6,11.3
ICS 41,dark purple,elliptical,43.0,43.2,0.7,19.6,9.7
ICS 42,purple,elliptical,33.0,69.9,1.36,25.1,13.6
ICS 43,purple,elliptical,38.0,92.5,1.64,27.1,15.5
ICS 45,dark purple,ovate,37.0,68.5,1.27,23.7,13.6
ICS 46,purple,elliptical,32.0,68.0,1.38,25.2,14.7
ICS 47,dark purple,oblong,35.0,66.7,1.38,24.3,13.6
ICS 48,purple,elliptical,36.0,72.0,1.38,25.2,14.3
ICS 49,dark purple,elliptical,39.0,70.6,0.98,24.1,12.6
ICS 5,purple,elliptical,43.0,81.0,1.37,25.3,13.6
ICS 53,purple,oblong,39.0,59.7,1.04,23.5,12.6
ICS 57,purple,elliptical,43.0,57.7,0.98,21.5,11.3
ICS 58,purple,ovate,48.0,69.2,0.97,23.0,11.8
ICS 59,dark purple,elliptical,36.0,74.2,1.28,25.4,13.6
ICS 6,purple,elliptical,43.0,86.5,1.33,24.5,14.7
ICS 60,purple,elliptical,39.0,94.0,1.64,26.3,14.9
ICS 61,purple,ovate,49.0,52.0,0.78,21.3,11.2
ICS 62,dark purple,elliptical,54.0,79.5,1.09,22.4,12.5
ICS 63,purple,elliptical,39.0,80.7,1.31,25.7,14.2
ICS 65,light purple,elliptical,33.0,42.4,0.93,21.7,12.3
ICS 66,purple,oblong,33.0,44.8,0.78,21.4,11.8
ICS 67,purple,oblong,45.0,59.4,0.9,21.4,11.6
ICS 68,purple,elliptical,50.0,93.0,1.26,22.7,12.6
ICS 69,dark purple,oblong,35.0,67.1,1.21,23.3,12.6
ICS 7,dark purple,elliptical,41.0,94.5,1.43,24.8,16.1
ICS 70,purple,oblong,43.0,59.7,0.88,20.9,11.1
ICS 72,purple,ovate,33.0,63.3,1.2,22.5,13.2
ICS 73,dark purple,oblong,46.0,61.7,0.92,21.1,11.3
