Clone name,Ligule colour,Stamen colour,Sepal width,Sepal length,Ligule width,Ovule number,Style length
NA 156,slight anthocyanin,moderate anthocyanin,-,6.29,1.69,45,1.71
NA 157,slight anthocyanin,moderate anthocyanin,-,8.45,3.11,44,2.7
NA 159,slight anthocyanin,moderate anthocyanin,-,6.98,2.38,47,2.0
NA 16,slight anthocyanin,slight anthocyanin,-,6.56,2.23,49,2.44
NA 168,moderate anthocyanin,slight anthocyanin,-,5.63,1.94,41,1.47
NA 170,slight anthocyanin,slight anthocyanin,-,7.51,1.9,46,2.28
NA 176,slight anthocyanin,anthocyanin absent,-,6.46,2.29,40,2.25
NA 178,moderate anthocyanin,moderate anthocyanin,-,5.92,2.27,45,1.88
NA 181,moderate anthocyanin,intense anthocyanin,-,7.93,2.16,47,2.18
NA 183,slight anthocyanin,intense anthocyanin,-,6.82,1.93,39,2.12
NA 184,slight anthocyanin,intense anthocyanin,-,5.83,2.24,48,1.94
NA 186,slight anthocyanin,slight anthocyanin,-,5.54,1.78,43,1.33
NA 187,moderate anthocyanin,moderate anthocyanin,-,6.15,2.56,52,2.3
NA 189,slight anthocyanin,moderate anthocyanin,-,6.54,2.37,40,2.21
NA 19,moderate anthocyanin,intense anthocyanin,-,6.23,2.12,42,1.87
NA 191,anthocyanin absent,slight anthocyanin,-,7.05,1.93,48,1.91
NA 194,moderate anthocyanin,moderate anthocyanin,-,7.05,2.28,43,2.02
NA 204,moderate anthocyanin,slight anthocyanin,-,7.7,2.29,47,2.06
NA 206,slight anthocyanin,moderate anthocyanin,-,6.92,2.06,54,2.44
NA 21,slight anthocyanin,intense anthocyanin,-,7.92,2.85,45,2.87
NA 214,slight anthocyanin,anthocyanin absent,-,7.21,2.64,47,2.53
NA 217,intense anthocyanin,intense anthocyanin,-,5.99,1.96,48,2.09
NA 226,slight anthocyanin,slight anthocyanin,-,6.1,2.29,45,2.23
NA 227,moderate anthocyanin,slight anthocyanin,-,6.68,2.67,41,2.34
NA 228,intense anthocyanin,slight anthocyanin,-,6.46,2.01,44,2.03
NA 229,moderate anthocyanin,intense anthocyanin,-,6.49,2.14,51,2.43
NA 230,slight anthocyanin,moderate anthocyanin,-,7.26,2.4,48,2.33
NA 232,moderate anthocyanin,intense anthocyanin,-,6.29,2.07,44,1.94
NA 235,slight anthocyanin,slight anthocyanin,-,6.87,2.27,45,1.96
NA 236,moderate anthocyanin,slight anthocyanin,-,6.65,2.35,48,2.79
NA 242,intense anthocyanin,intense anthocyanin,-,6.36,2.16,41,2.14
NA 244,slight anthocyanin,moderate anthocyanin,-,6.63,2.22,46,2.42
NA 246,slight anthocyanin,moderate anthocyanin,-,6.7,2.16,47,2.02
NA 251,slight anthocyanin,slight anthocyanin,-,7.24,2.43,52,3.14
NA 254,intense anthocyanin,moderate anthocyanin,-,6.02,2.3,43,1.98
NA 26,anthocyanin absent,slight anthocyanin,-,6.41,1.78,51,1.9
NA 266,slight anthocyanin,slight anthocyanin,-,5.97,2.31,44,2.01
NA 268,anthocyanin absent,slight anthocyanin,-,5.47,2.19,45,2.2
NA 271,slight anthocyanin,intense anthocyanin,-,7.64,2.29,38,2.28
NA 279,moderate anthocyanin,intense anthocyanin,-,6.98,2.2,34,1.87
NA 283,slight anthocyanin,slight anthocyanin,-,6.87,2.44,45,2.1
NA 286,moderate anthocyanin,slight anthocyanin,-,6.4,2.26,46,1.78
NA 289,slight anthocyanin,slight anthocyanin,-,5.93,2.32,46,1.97
NA 3,slight anthocyanin,slight anthocyanin,-,7.4,2.63,48,2.19
NA 300,moderate anthocyanin,slight anthocyanin,-,7.53,2.32,37,2.05
NA 311,moderate anthocyanin,slight anthocyanin,-,6.79,1.85,51,2.01
NA 312,slight anthocyanin,anthocyanin absent,-,7.42,2.29,45,2.5
NA 32,slight anthocyanin,slight anthocyanin,-,7.2,2.4,45,2.11
NA 320,moderate anthocyanin,slight anthocyanin,-,7.62,2.25,37,1.88
NA 326,slight anthocyanin,slight anthocyanin,-,6.93,2.21,43,2.02
NA 327,moderate anthocyanin,slight anthocyanin,-,5.15,2.02,46,1.8
NA 329,intense anthocyanin,intense anthocyanin,-,5.95,2.02,50,2.06
NA 33,intense anthocyanin,intense anthocyanin,-,7.26,2.58,55,2.6
NA 331,intense anthocyanin,intense anthocyanin,-,5.61,2.31,48,2.22
NA 335,moderate anthocyanin,slight anthocyanin,-,6.21,2.07,44,1.96
NA 337,slight anthocyanin,slight anthocyanin,-,6.94,2.69,47,2.36
NA 339,intense anthocyanin,slight anthocyanin,-,9.35,2.51,47,2.5
NA 34,moderate anthocyanin,moderate anthocyanin,-,6.05,2.11,56,2.25
NA 342,moderate anthocyanin,moderate anthocyanin,-,6.76,2.27,43,1.81
NA 358,moderate anthocyanin,slight anthocyanin,-,6.9,2.33,51,1.9
NA 359,slight anthocyanin,moderate anthocyanin,-,7.63,2.13,45,2.02
NA 370,slight anthocyanin,slight anthocyanin,-,6.65,1.95,39,1.75
NA 371,slight anthocyanin,moderate anthocyanin,-,8.88,2.82,42,2.6
NA 372,intense anthocyanin,slight anthocyanin,-,8.28,2.86,37,2.67
NA 387,slight anthocyanin,anthocyanin absent,-,6.96,1.91,41,2.08
NA 39,intense anthocyanin,intense anthocyanin,-,5.29,2.05,46,1.91
NA 395,intense anthocyanin,slight anthocyanin,-,8.87,2.29,45,2.22
NA 399,moderate anthocyanin,slight anthocyanin,-,7.46,2.03,45,1.92
NA 40,slight anthocyanin,moderate anthocyanin,-,6.71,2.21,49,1.67
NA 406,slight anthocyanin,moderate anthocyanin,-,6.51,2.09,44,2.68
NA 423,slight anthocyanin,anthocyanin absent,-,7.62,2.54,45,2.52
NA 427,moderate anthocyanin,moderate anthocyanin,-,6.78,2.38,48,2.29
NA 43,moderate anthocyanin,moderate anthocyanin,-,7.51,2.4,40,1.74
NA 432,slight anthocyanin,slight anthocyanin,-,6.05,1.94,48,1.94
NA 435,moderate anthocyanin,moderate anthocyanin,-,6.04,2.1,48,2.06
NA 444,anthocyanin absent,anthocyanin absent,-,8.38,1.93,40,2.59
NA 45,slight anthocyanin,slight anthocyanin,-,7.14,2.14,47,1.95
NA 46,slight anthocyanin,moderate anthocyanin,-,6.39,1.98,46,2.14
NA 462,slight anthocyanin,anthocyanin absent,-,6.93,2.27,42,2.09
NA 47,intense anthocyanin,moderate anthocyanin,-,7.45,2.34,49,2.81
NA 471,slight anthocyanin,moderate anthocyanin,-,7.8,2.37,42,2.55
NA 475,moderate anthocyanin,slight anthocyanin,-,6.62,2.19,46,2.06
NA 48,intense anthocyanin,anthocyanin absent,-,8.1,2.33,39,2.01
NA 49,slight anthocyanin,slight anthocyanin,-,7.48,2.49,50,2.53
NA 504,intense anthocyanin,intense anthocyanin,-,6.2,2.43,48,1.97
NA 507,slight anthocyanin,slight anthocyanin,-,6.6,2.35,48,2.26
NA 519,slight anthocyanin,moderate anthocyanin,-,7.59,2.21,45,1.78
NA 528,slight anthocyanin,anthocyanin absent,-,6.41,1.99,48,2.13
NA 534,slight anthocyanin,anthocyanin absent,-,6.33,1.99,35,1.72
NA 540,slight anthocyanin,anthocyanin absent,-,8.16,2.45,46,2.47
NA 58,slight anthocyanin,slight anthocyanin,-,7.31,1.85,47,2.28
NA 61,slight anthocyanin,moderate anthocyanin,-,6.18,1.95,45,2.17
NA 62,slight anthocyanin,slight anthocyanin,-,7.23,2.39,49,2.4
NA 66,slight anthocyanin,slight anthocyanin,-,6.06,1.76,49,1.77
NA 669,slight anthocyanin,slight anthocyanin,-,6.0,2.25,42,1.87
NA 670,moderate anthocyanin,intense anthocyanin,-,7.28,2.16,44,2.11
NA 672,moderate anthocyanin,moderate anthocyanin,-,6.13,1.94,46,1.84
NA 674,slight anthocyanin,slight anthocyanin,-,6.78,2.1,46,2.15
NA 68,slight anthocyanin,slight anthocyanin,-,5.58,1.87,47,1.51
NA 680,slight anthocyanin,intense anthocyanin,-,7.31,2.0,50,2.32
NA 681,slight anthocyanin,intense anthocyanin,-,10.46,2.77,49,2.59
NA 685,intense anthocyanin,moderate anthocyanin,-,5.78,1.83,37,1.53
NA 686,moderate anthocyanin,intense anthocyanin,-,6.89,1.99,42,2.06
NA 687,moderate anthocyanin,moderate anthocyanin,-,5.94,2.29,45,2.18
NA 689,moderate anthocyanin,slight anthocyanin,-,5.79,2.15,44,1.81
NA 692,slight anthocyanin,slight anthocyanin,-,7.35,2.35,40,2.1
NA 694,anthocyanin absent,slight anthocyanin,-,6.69,2.41,47,2.58
NA 697,slight anthocyanin,moderate anthocyanin,-,7.24,2.13,44,1.98
NA 70,intense anthocyanin,intense anthocyanin,-,6.83,2.58,46,2.38
NA 702,slight anthocyanin,intense anthocyanin,-,6.65,2.09,47,1.99
NA 705,intense anthocyanin,moderate anthocyanin,-,6.78,2.27,39,2.1
NA 706,slight anthocyanin,intense anthocyanin,-,7.45,2.15,36,2.43
NA 708,moderate anthocyanin,moderate anthocyanin,-,6.56,1.92,44,1.93
NA 71,intense anthocyanin,intense anthocyanin,-,6.85,2.58,43,2.11
NA 710,moderate anthocyanin,intense anthocyanin,-,6.37,2.17,47,2.03
NA 711,slight anthocyanin,slight anthocyanin,-,5.68,2.28,41,2.34
NA 712,slight anthocyanin,slight anthocyanin,-,6.96,2.46,46,2.21
NA 713,anthocyanin absent,slight anthocyanin,-,7.24,2.79,42,2.47
NA 715,slight anthocyanin,moderate anthocyanin,-,7.1,2.41,48,2.23
NA 717,slight anthocyanin,moderate anthocyanin,-,6.94,2.46,46,2.36
NA 718,slight anthocyanin,moderate anthocyanin,-,6.6,2.08,49,1.93
NA 719,moderate anthocyanin,intense anthocyanin,-,5.93,2.13,43,1.95
NA 720,intense anthocyanin,intense anthocyanin,-,6.59,2.06,39,2.18
NA 721,slight anthocyanin,slight anthocyanin,-,6.51,2.37,50,2.62
NA 725,intense anthocyanin,slight anthocyanin,-,5.53,2.08,46,1.85
NA 726,intense anthocyanin,intense anthocyanin,-,6.07,2.17,54,2.38
NA 728,moderate anthocyanin,moderate anthocyanin,-,6.97,2.22,49,2.12
NA 730,slight anthocyanin,slight anthocyanin,-,7.07,2.31,45,2.18
NA 732,slight anthocyanin,moderate anthocyanin,-,6.28,2.38,48,2.05
NA 733,anthocyanin absent,intense anthocyanin,-,6.76,2.4,48,2.15
NA 734,moderate anthocyanin,intense anthocyanin,-,5.73,2.18,42,1.96
NA 738,moderate anthocyanin,moderate anthocyanin,-,6.36,2.22,44,1.94
NA 739,anthocyanin absent,moderate anthocyanin,-,7.83,2.4,50,3.02
NA 74,intense anthocyanin,moderate anthocyanin,-,5.78,2.42,45,2.33
NA 746,slight anthocyanin,intense anthocyanin,-,6.37,2.04,47,2.01
NA 747,slight anthocyanin,moderate anthocyanin,-,7.3,2.52,47,2.67
NA 750,slight anthocyanin,moderate anthocyanin,-,7.61,2.09,47,2.25
NA 753,slight anthocyanin,moderate anthocyanin,-,6.94,1.7,42,2.19
NA 756,moderate anthocyanin,moderate anthocyanin,-,6.89,2.25,45,2.04
NA 758,intense anthocyanin,intense anthocyanin,-,7.59,2.52,47,2.26
NA 759,moderate anthocyanin,slight anthocyanin,-,5.89,2.21,40,2.27
NA 763,intense anthocyanin,moderate anthocyanin,-,6.22,1.88,44,1.57
NA 766,intense anthocyanin,moderate anthocyanin,-,6.06,2.15,47,2.19
NA 770,moderate anthocyanin,slight anthocyanin,-,5.92,2.0,44,1.75
NA 771,moderate anthocyanin,moderate anthocyanin,-,6.27,1.85,46,1.97
NA 773,moderate anthocyanin,intense anthocyanin,-,6.3,2.28,41,1.94
NA 780,anthocyanin absent,slight anthocyanin,-,8.07,2.68,46,2.84
NA 79,anthocyanin absent,moderate anthocyanin,-,7.06,2.04,53,2.18
NA 794,slight anthocyanin,moderate anthocyanin,-,6.2,2.2,50,2.66
NA 796,slight anthocyanin,slight anthocyanin,-,7.29,2.6,47,2.04
NA 8,slight anthocyanin,moderate anthocyanin,-,7.92,2.74,47,2.54
NA 802,moderate anthocyanin,intense anthocyanin,-,7.04,2.65,49,2.27
NA 804,moderate anthocyanin,slight anthocyanin,-,7.58,2.45,42,2.3
NA 807,slight anthocyanin,slight anthocyanin,-,7.08,2.22,47,2.21
NA 81,intense anthocyanin,intense anthocyanin,-,7.43,2.36,40,2.15
NA 824,moderate anthocyanin,intense anthocyanin,-,7.11,2.6,43,2.62
NA 831,slight anthocyanin,slight anthocyanin,-,7.1,2.55,56,2.19
NA 833,moderate anthocyanin,slight anthocyanin,-,6.46,2.32,48,2.12
NA 835,slight anthocyanin,intense anthocyanin,-,8.16,2.5,40,2.18
NA 84,anthocyanin absent,moderate anthocyanin,-,6.37,2.34,49,2.1
NA 841,slight anthocyanin,slight anthocyanin,-,7.52,2.64,45,2.21
NA 847,slight anthocyanin,intense anthocyanin,-,6.73,2.57,51,2.47
NA 851,slight anthocyanin,anthocyanin absent,-,6.6,2.23,45,2.01
NA 86,slight anthocyanin,slight anthocyanin,-,7.65,2.28,49,2.37
NA 860,moderate anthocyanin,moderate anthocyanin,-,5.8,1.83,50,1.82
NA 867,slight anthocyanin,moderate anthocyanin,-,6.35,2.1,46,1.85
NA 87,slight anthocyanin,slight anthocyanin,-,6.98,2.16,51,2.1
NA 876,slight anthocyanin,moderate anthocyanin,-,6.61,2.1,41,2.04
NA 877,intense anthocyanin,slight anthocyanin,-,6.0,2.09,47,2.03
NA 888,moderate anthocyanin,intense anthocyanin,-,7.02,2.25,40,1.99
NA 90,moderate anthocyanin,slight anthocyanin,-,6.1,1.99,45,1.66
NA 904,moderate anthocyanin,intense anthocyanin,-,8.17,2.32,45,2.76
NA 916,intense anthocyanin,moderate anthocyanin,-,6.46,2.35,48,2.24
NA 92,slight anthocyanin,moderate anthocyanin,-,6.21,2.09,41,1.37
NA 929,moderate anthocyanin,moderate anthocyanin,-,6.51,2.48,47,2.02
NA 935,moderate anthocyanin,moderate anthocyanin,-,5.42,2.17,44,1.44
NA 961,moderate anthocyanin,slight anthocyanin,-,8.66,2.11,43,1.83
NA 98,moderate anthocyanin,moderate anthocyanin,-,7.22,2.89,43,2.0
NAPO 3 [CHA],anthocyanin absent,anthocyanin absent,-,8.23,2.98,41,2.26
NG 3,slight anthocyanin,anthocyanin absent,-,7.88,3.76,42,2.27
OC 61 [VEN],anthocyanin absent,anthocyanin absent,-,7.63,2.85,36,2.12
PA 1 [PER],moderate anthocyanin,slight anthocyanin,-,7.32,2.76,41,2.31
PA 105 [PER],intense anthocyanin,slight anthocyanin,-,7.83,2.65,35,2.17
PA 107 [PER],slight anthocyanin,anthocyanin absent,-,7.2,2.33,44,2.2
PA 109 [PER],moderate anthocyanin,slight anthocyanin,-,6.94,2.2,47,2.1
PA 113 [PER],slight anthocyanin,slight anthocyanin,-,7.53,2.73,45,2.22
PA 114 [PER],slight anthocyanin,anthocyanin absent,-,7.24,2.02,39,2.04
PA 115 [PER],slight anthocyanin,slight anthocyanin,-,6.94,2.08,47,2.04
PA 118 [PER],moderate anthocyanin,anthocyanin absent,-,6.65,2.33,40,2.26
PA 12 [PER],moderate anthocyanin,anthocyanin absent,-,6.14,2.38,43,1.96
PA 120 [PER],anthocyanin absent,slight anthocyanin,-,6.5,2.28,34,2.13
PA 121 [PER],anthocyanin absent,anthocyanin absent,-,6.55,2.26,38,2.49
PA 123 [PER],slight anthocyanin,anthocyanin absent,-,6.38,2.41,38,2.43
PA 124 [PER],slight anthocyanin,moderate anthocyanin,-,7.08,2.6,39,2.22
PA 125 [PER],moderate anthocyanin,anthocyanin absent,-,7.07,2.34,48,2.12
PA 126 [PER],slight anthocyanin,anthocyanin absent,-,6.56,2.86,46,2.38
PA 128 [PER],slight anthocyanin,slight anthocyanin,-,7.81,2.71,53,2.55
PA 13 [PER],anthocyanin absent,slight anthocyanin,-,7.39,2.23,38,2.24
PA 132 [PER],anthocyanin absent,slight anthocyanin,-,6.86,2.32,37,2.21
PA 134 [PER],intense anthocyanin,anthocyanin absent,-,6.58,2.19,41,1.99
PA 135 [PER],slight anthocyanin,slight anthocyanin,-,6.68,2.3,52,2.16
PA 136 [PER],slight anthocyanin,anthocyanin absent,-,6.68,2.23,38,2.22
PA 137 [PER],slight anthocyanin,slight anthocyanin,-,6.98,2.45,42,2.35
PA 139 [PER],slight anthocyanin,slight anthocyanin,-,7.44,2.49,45,2.02
PA 140 [PER],anthocyanin absent,anthocyanin absent,-,6.56,2.11,38,2.23
PA 141 [PER],slight anthocyanin,slight anthocyanin,-,5.99,2.26,38,2.37
PA 143 [PER],slight anthocyanin,intense anthocyanin,-,9.16,3.16,44,3.56
PA 149 [PER],slight anthocyanin,anthocyanin absent,-,6.19,2.0,34,2.05
PA 15 [PER],anthocyanin absent,anthocyanin absent,-,5.13,1.99,38,1.39
PA 150 [PER],slight anthocyanin,slight anthocyanin,-,6.86,2.69,47,2.29
PA 151 [PER],slight anthocyanin,moderate anthocyanin,-,6.13,2.07,40,2.33
PA 152 [PER],slight anthocyanin,slight anthocyanin,-,6.76,2.41,41,2.33
PA 156 [PER],slight anthocyanin,moderate anthocyanin,-,7.86,2.59,45,2.48
PA 157 [PER],slight anthocyanin,slight anthocyanin,-,6.05,2.15,46,1.75
PA 16 [PER],moderate anthocyanin,moderate anthocyanin,-,6.62,2.33,44,2.19
PA 165 [PER],anthocyanin absent,slight anthocyanin,-,6.22,1.81,45,1.98
PA 167 [PER],moderate anthocyanin,anthocyanin absent,-,6.91,2.43,37,2.02
PA 168 [PER],slight anthocyanin,slight anthocyanin,-,7.64,2.22,48,2.3
PA 169 [PER],anthocyanin absent,slight anthocyanin,-,6.25,2.54,40,2.5
PA 171 [PER],slight anthocyanin,slight anthocyanin,-,6.31,2.49,42,1.97
PA 173 [PER],anthocyanin absent,anthocyanin absent,-,6.28,2.48,38,2.04
PA 175 [PER],slight anthocyanin,moderate anthocyanin,-,6.03,2.15,44,1.78
PA 176 [PER],slight anthocyanin,anthocyanin absent,-,6.7,2.44,48,2.68
PA 179 [PER],slight anthocyanin,anthocyanin absent,-,7.31,2.29,44,2.34
PA 18 [PER],moderate anthocyanin,slight anthocyanin,-,6.47,2.38,41,2.35
PA 184 [PER],slight anthocyanin,anthocyanin absent,-,7.36,2.01,33,2.16
PA 185 [PER],slight anthocyanin,anthocyanin absent,-,6.4,2.0,34,1.92
PA 186 [PER],slight anthocyanin,moderate anthocyanin,-,7.81,2.24,38,2.3
PA 187 [PER],slight anthocyanin,slight anthocyanin,-,7.34,2.28,40,2.32
PA 188 [PER],slight anthocyanin,anthocyanin absent,-,6.94,2.01,38,2.01
PA 189 [PER],moderate anthocyanin,anthocyanin absent,-,6.06,2.08,43,1.45
PA 191 [PER],slight anthocyanin,anthocyanin absent,-,6.17,2.18,49,2.06
PA 194 [PER],slight anthocyanin,anthocyanin absent,-,5.25,1.81,41,1.52
PA 195 [PER],slight anthocyanin,slight anthocyanin,-,7.0,2.5,40,2.45
PA 196 [PER],slight anthocyanin,slight anthocyanin,-,7.02,2.5,44,1.97
PA 2 [PER],moderate anthocyanin,anthocyanin absent,-,6.63,2.49,51,2.59
PA 2 /72 [PER],intense anthocyanin,anthocyanin absent,-,7.11,2.67,45,2.67
PA 20 [PER],slight anthocyanin,anthocyanin absent,-,7.05,2.17,37,2.31
PA 200 [PER],slight anthocyanin,slight anthocyanin,-,6.53,2.11,45,1.9
PA 202 [PER],intense anthocyanin,anthocyanin absent,-,8.01,2.59,38,2.51
PA 203 [PER],slight anthocyanin,anthocyanin absent,-,7.45,2.68,46,2.48
PA 205 [PER],intense anthocyanin,slight anthocyanin,-,8.82,2.16,42,2.13
PA 207 [PER],slight anthocyanin,slight anthocyanin,-,8.03,2.4,40,2.05
PA 211 [PER],anthocyanin absent,anthocyanin absent,-,7.17,1.92,33,2.17
PA 218 [PER],slight anthocyanin,slight anthocyanin,-,7.04,2.22,42,1.89
PA 24 [PER],moderate anthocyanin,moderate anthocyanin,-,7.37,2.52,42,2.27
PA 27 [PER],slight anthocyanin,slight anthocyanin,-,6.49,2.41,42,2.18
PA 271 [PER],slight anthocyanin,anthocyanin absent,-,7.22,2.25,47,2.42
PA 272 [PER],moderate anthocyanin,anthocyanin absent,-,7.33,2.87,45,2.72
PA 279 [PER],slight anthocyanin,anthocyanin absent,-,6.98,2.65,37,2.78
PA 288 [PER],intense anthocyanin,anthocyanin absent,-,8.85,2.82,34,2.57
PA 289 [PER],anthocyanin absent,slight anthocyanin,-,6.76,1.95,36,2.39
PA 29 [PER],slight anthocyanin,moderate anthocyanin,-,7.06,2.07,37,2.03
PA 291 [PER],slight anthocyanin,anthocyanin absent,-,6.95,2.17,35,2.41
PA 293 [PER],slight anthocyanin,slight anthocyanin,-,5.68,1.95,40,2.17
PA 294 [PER],slight anthocyanin,slight anthocyanin,-,7.41,2.24,40,2.43
PA 296 [PER],slight anthocyanin,moderate anthocyanin,-,7.12,2.43,41,1.98
PA 297 [PER],slight anthocyanin,slight anthocyanin,-,6.51,1.94,34,2.23
PA 299 [PER],slight anthocyanin,slight anthocyanin,-,6.03,1.99,45,1.88
PA 3 [PER],anthocyanin absent,anthocyanin absent,-,5.89,1.86,49,1.65
PA 3 /10 [PER],anthocyanin absent,anthocyanin absent,-,8.26,2.75,48,2.74
PA 30 [PER],slight anthocyanin,slight anthocyanin,-,7.19,2.55,41,1.81
PA 300 [PER],slight anthocyanin,slight anthocyanin,-,6.17,2.16,46,1.97
PA 301 [PER],anthocyanin absent,anthocyanin absent,-,5.43,1.9,45,2.31
PA 303 [PER],slight anthocyanin,slight anthocyanin,-,6.52,1.83,40,2.15
PA 310 [PER],slight anthocyanin,anthocyanin absent,-,7.54,2.58,46,2.44
PA 312 [PER],slight anthocyanin,anthocyanin absent,-,7.1,2.18,45,2.6
PA 32 [PER],intense anthocyanin,slight anthocyanin,-,8.28,2.63,48,2.45
PA 34 [PER],slight anthocyanin,slight anthocyanin,-,7.06,2.1,42,2.17
PA 37 [PER],slight anthocyanin,slight anthocyanin,-,9.12,3.13,45,2.55
PA 39 [PER],anthocyanin absent,anthocyanin absent,-,6.3,2.02,39,2.07
PA 4 [PER],moderate anthocyanin,anthocyanin absent,-,6.07,2.32,43,2.08
PA 41 [PER],slight anthocyanin,slight anthocyanin,-,6.56,2.45,41,2.29
PA 44 [PER],slight anthocyanin,slight anthocyanin,-,6.48,2.16,40,2.25
PA 45 [PER],moderate anthocyanin,slight anthocyanin,-,7.32,2.4,45,2.47
PA 46 [PER],slight anthocyanin,slight anthocyanin,-,8.18,2.73,43,2.37
PA 48 [PER],slight anthocyanin,slight anthocyanin,-,6.48,1.91,45,2.2
PA 49 [PER],anthocyanin absent,slight anthocyanin,-,7.72,2.33,45,2.43
PA 5 [PER],moderate anthocyanin,moderate anthocyanin,-,7.76,2.59,50,2.51
PA 51 [PER],slight anthocyanin,moderate anthocyanin,-,6.8,2.44,40,2.34
PA 52 [PER],moderate anthocyanin,moderate anthocyanin,-,7.62,2.51,33,2.29
PA 53 [PER],slight anthocyanin,slight anthocyanin,-,6.74,2.38,35,2.38
PA 56 [PER],slight anthocyanin,slight anthocyanin,-,6.8,2.08,38,2.25
PA 61 [PER],slight anthocyanin,anthocyanin absent,-,7.93,2.3,44,2.51
PA 63 [PER],slight anthocyanin,slight anthocyanin,-,7.13,2.74,45,2.43
PA 65 [PER],anthocyanin absent,moderate anthocyanin,-,7.46,2.49,41,2.49
PA 66 [PER],slight anthocyanin,moderate anthocyanin,-,7.83,2.56,45,1.96
PA 67 [PER],moderate anthocyanin,moderate anthocyanin,-,7.25,2.59,45,2.11
PA 68 [PER],slight anthocyanin,slight anthocyanin,-,7.59,2.46,45,2.2
PA 70 [PER],slight anthocyanin,slight anthocyanin,-,6.52,2.05,36,2.23
PA 71 [PER],anthocyanin absent,anthocyanin absent,-,7.5,2.39,48,2.61
PA 72 [PER],slight anthocyanin,anthocyanin absent,-,6.56,2.28,39,2.24
PA 73 [PER],slight anthocyanin,slight anthocyanin,-,7.59,2.87,39,2.26
PA 81 [PER],moderate anthocyanin,intense anthocyanin,-,7.81,2.38,47,2.25
PA 82 [PER],slight anthocyanin,anthocyanin absent,-,7.21,2.29,40,1.96
PA 84 [PER],slight anthocyanin,slight anthocyanin,-,5.64,1.78,37,1.91
PA 88 [PER],slight anthocyanin,anthocyanin absent,-,6.68,1.94,35,2.24
PA 90 [PER],slight anthocyanin,slight anthocyanin,-,7.14,2.61,42,1.79
PA 95 [PER],anthocyanin absent,anthocyanin absent,-,6.88,2.33,47,2.12
PH 1 /2 [BLZ],intense anthocyanin,moderate anthocyanin,-,7.14,1.93,45,1.97
PH 1 /3 [BLZ],moderate anthocyanin,slight anthocyanin,-,7.13,1.81,45,1.91
PH 1 /4 [BLZ],moderate anthocyanin,slight anthocyanin,-,6.99,1.93,41,2.01
PH 1 /5 [BLZ],intense anthocyanin,intense anthocyanin,-,7.43,2.02,40,2.0
PH 2 /1 [BLZ],intense anthocyanin,slight anthocyanin,-,6.8,1.84,42,1.75
PH 2 /2 [BLZ],moderate anthocyanin,anthocyanin absent,-,7.21,1.87,44,1.84
PH 2 /3 [BLZ],moderate anthocyanin,slight anthocyanin,-,8.12,2.18,43,2.13
PH 2 /4 [BLZ],moderate anthocyanin,slight anthocyanin,-,7.21,2.08,43,2.04
PH 2 /5 [BLZ],moderate anthocyanin,slight anthocyanin,-,7.84,2.05,43,2.1
PH 2 /8 [BLZ],moderate anthocyanin,slight anthocyanin,-,7.23,1.79,42,2.0
PLAYA ALTA 2 [VEN],anthocyanin absent,anthocyanin absent,-,7.5,2.24,48,2.02
POR 1 [TTO],slight anthocyanin,moderate anthocyanin,-,7.09,2.84,42,1.87
POR 3 [TTO],slight anthocyanin,intense anthocyanin,-,7.81,2.63,52,2.26
POUND 1 /B,moderate anthocyanin,intense anthocyanin,-,6.09,2.4,42,1.9
POUND 10 /B,moderate anthocyanin,intense anthocyanin,-,6.86,2.41,42,1.96
POUND 10 /C,moderate anthocyanin,slight anthocyanin,-,7.12,2.34,40,2.01
POUND 12 /A,slight anthocyanin,slight anthocyanin,-,8.41,2.42,50,2.7
POUND 15 /A,anthocyanin absent,moderate anthocyanin,-,7.06,2.59,38,2.27
POUND 16 /B,moderate anthocyanin,moderate anthocyanin,-,5.79,2.53,57,1.74
POUND 18,anthocyanin absent,slight anthocyanin,-,7.13,2.97,55,2.37
POUND 18 /A,moderate anthocyanin,intense anthocyanin,-,6.62,2.64,60,2.15
POUND 19,moderate anthocyanin,slight anthocyanin,-,6.15,1.74,39,1.82
POUND 19 /A,slight anthocyanin,slight anthocyanin,-,7.24,1.97,44,2.22
POUND 2 /B,moderate anthocyanin,intense anthocyanin,-,5.98,2.25,46,1.97
POUND 21 /B,anthocyanin absent,anthocyanin absent,-,6.43,1.76,48,2.1
POUND 25 /A,slight anthocyanin,moderate anthocyanin,-,6.36,2.24,58,1.8
POUND 25 /C,moderate anthocyanin,intense anthocyanin,-,7.2,2.28,46,2.44
POUND 26 /C,moderate anthocyanin,slight anthocyanin,-,6.98,2.13,48,2.12
POUND 27 /C,moderate anthocyanin,intense anthocyanin,-,6.99,2.46,57,2.03
POUND 31 /A,moderate anthocyanin,slight anthocyanin,-,8.02,2.8,49,2.42
POUND 31 /C,slight anthocyanin,anthocyanin absent,-,7.62,2.52,47,2.19
POUND 32 /A,slight anthocyanin,moderate anthocyanin,-,5.86,1.91,47,1.76
POUND 4 /A,slight anthocyanin,slight anthocyanin,-,6.95,2.73,45,2.18
POUND 5 /B,anthocyanin absent,intense anthocyanin,-,7.19,2.23,42,2.2
POUND 5 /C,slight anthocyanin,slight anthocyanin,-,7.78,2.29,45,2.24
POUND 7 /A,slight anthocyanin,intense anthocyanin,-,6.77,2.54,56,2.28
